order_id,customer_id,product_id,store_id,region,sales_channel,order_date,quantity,unit_price,discount
1406,C0039,P009,S02,East,Offline,2024-02-11,4,1003,0.15
1407,C0170,P034,S04,North,Offline,2024-02-12,3,1641,0.15
1408,C0026,P044,S05,North,Offline,2024-02-13,2,1915,0.15
1409,C0099,P035,S04,Central,Online,2024-02-14,4,1555,0.0
1410,C0050,P022,S03,South,Offline,2024-02-15,3,1610,0.05
1411,C0153,P044,S05,West,Online,2024-02-16,3,705,0.1
1412,C0152,P024,S02,West,Online,2024-02-17,4,528,0.05
1413,C0013,P017,S03,North,Offline,2024-02-18,1,1392,0.05
1414,C0060,P010,S04,West,Offline,2024-02-19,2,1832,0.15
1415,C0135,P030,S05,North,Online,2024-02-20,2,1660,0.15
1416,C0057,P046,S02,Central,Offline,2024-02-21,1,247,0.15
1417,C0036,P023,S03,South,Offline,2024-02-22,4,1241,0.0
1418,C0173,P032,S02,Central,Online,2024-02-23,2,949,0.05
1419,C0020,P017,S04,East,Offline,2024-02-24,4,466,0.05
1420,C0065,P050,S02,East,Online,2024-02-25,4,949,0.0
1421,C0008,P017,S01,East,Online,2024-02-26,3,1189,0.0
1422,C0144,P014,S03,Central,Offline,2024-02-27,1,912,0.0
1423,C0142,P009,S02,West,Online,2024-02-28,4,1493,0.05
1424,C0115,P040,S04,South,Online,2024-02-29,5,274,0.05
1425,C0143,P002,S04,East,Offline,2024-03-01,1,1954,0.15
1426,C0092,P045,S02,East,Offline,2024-03-02,2,687,0.15
1427,C0098,P025,S04,East,Offline,2024-03-03,3,594,0.05
1428,C0066,P039,S05,South,Online,2024-03-04,2,1072,0.15
1429,C0032,P009,S05,East,Online,2024-03-05,2,1237,0.0
1430,C0191,P022,S05,South,Offline,2024-03-06,1,1234,0.1
1431,C0086,P043,S01,East,Online,2024-03-07,2,1884,0.15
1432,C0051,P046,S02,Central,Offline,2024-03-08,4,1562,0.05
1433,C0153,P004,S01,Central,Offline,2024-03-09,2,1838,0.15
1434,C0186,P026,S04,South,Online,2024-03-10,3,1270,0.15
1435,C0063,P029,S01,Central,Offline,2024-03-11,3,134,0.15
1436,C0190,P045,S04,South,Online,2024-03-12,5,1098,0.1
1437,C0125,P034,S04,Central,Online,2024-03-13,3,1432,0.0
1438,C0150,P023,S03,Central,Offline,2024-03-14,2,637,0.05
1439,C0058,P037,S05,South,Online,2024-03-15,3,849,0.1
1440,C0058,P011,S04,West,Offline,2024-03-16,1,1137,0.05
1441,C0086,P006,S03,Central,Online,2024-03-17,3,473,0.05
1442,C0049,P018,S05,East,Online,2024-03-18,4,656,0.05
1443,C0180,P021,S04,West,Online,2024-03-19,1,1551,0.1
1444,C0170,P042,S04,South,Offline,2024-03-20,5,1851,0.0
1445,C0070,P036,S01,West,Online,2024-03-21,4,332,0.05
1446,C0015,P041,S01,North,Offline,2024-03-22,2,804,0.0
1447,C0054,P038,S05,North,Online,2024-03-23,2,662,0.0
1448,C0188,P034,S04,Central,Online,2024-03-24,2,1038,0.15
1449,C0101,P017,S02,Central,Offline,2024-03-25,4,986,0.1
1450,C0008,P037,S01,East,Offline,2024-03-26,4,825,0.1
1451,C0053,P025,S05,West,Offline,2024-03-27,4,1786,0.15
1452,C0060,P038,S04,North,Offline,2024-03-28,1,1563,0.15
1453,C0108,P012,S04,Central,Offline,2024-03-29,1,1625,0.0
1454,C0005,P023,S02,West,Online,2024-03-30,2,1398,0.05
1455,C0103,P042,S05,Central,Online,2024-03-31,3,1973,0.1
1456,C0196,P022,S04,Central,Offline,2024-04-01,2,175,0.05
1457,C0006,P021,S01,North,Online,2024-04-02,5,538,0.05
1458,C0109,P027,S02,North,Online,2024-04-03,1,1855,0.15
1459,C0116,P031,S05,Central,Online,2024-04-04,4,1983,0.05
1460,C0094,P006,S02,South,Offline,2024-04-05,1,798,0.0
1461,C0047,P027,S01,Central,Online,2024-04-06,4,1412,0.15
1462,C0099,P040,S05,Central,Online,2024-04-07,5,1014,0.05
1463,C0055,P034,S02,East,Online,2024-04-08,5,1663,0.15
1464,C0168,P012,S03,East,Offline,2024-04-09,1,990,0.0
1465,C0052,P045,S01,East,Online,2024-04-10,4,791,0.0
1466,C0144,P007,S01,South,Online,2024-04-11,5,352,0.05
1467,C0013,P010,S01,South,Offline,2024-04-12,2,1249,0.15
1468,C0114,P045,S03,Central,Offline,2024-04-13,2,1300,0.05
1469,C0124,P017,S03,East,Online,2024-04-14,4,1160,0.05
1470,C0106,P026,S04,South,Online,2024-04-15,1,509,0.15
1471,C0158,P021,S02,North,Offline,2024-04-16,5,1734,0.05
1472,C0147,P028,S04,Central,Offline,2024-04-17,1,1733,0.0
1473,C0145,P046,S02,West,Offline,2024-04-18,2,226,0.15
1474,C0120,P002,S03,Central,Offline,2024-04-19,5,1606,0.15
1475,C0063,P043,S03,West,Offline,2024-04-20,1,1291,0.15
1476,C0019,P001,S04,East,Offline,2024-04-21,3,691,0.15
1477,C0092,P036,S05,West,Offline,2024-04-22,4,393,0.05
1478,C0058,P026,S04,East,Online,2024-04-23,4,1968,0.05
1479,C0183,P029,S02,North,Offline,2024-04-24,3,1761,0.0
1480,C0090,P021,S04,West,Offline,2024-04-25,2,1466,0.1
1481,C0117,P011,S01,Central,Online,2024-04-26,5,1119,0.1
1482,C0062,P040,S02,East,Offline,2024-04-27,4,409,0.0
1483,C0023,P011,S02,Central,Offline,2024-04-28,3,761,0.1
1484,C0127,P036,S05,South,Online,2024-04-29,3,627,0.0
1485,C0137,P049,S03,East,Offline,2024-04-30,2,639,0.05
1486,C0140,P039,S02,West,Online,2024-05-01,2,518,0.15
1487,C0129,P040,S03,East,Online,2024-05-02,1,543,0.15
1488,C0058,P035,S04,Central,Online,2024-05-03,4,784,0.05
1489,C0122,P034,S01,North,Online,2024-05-04,1,1681,0.15
1490,C0001,P047,S05,East,Offline,2024-05-05,3,939,0.15
1491,C0034,P024,S03,West,Online,2024-05-06,5,335,0.1
1492,C0096,P022,S02,South,Online,2024-05-07,5,1562,0.05
1493,C0126,P005,S03,North,Offline,2024-05-08,2,313,0.1
1494,C0118,P033,S02,South,Online,2024-05-09,5,184,0.1
1495,C0048,P036,S03,East,Online,2024-05-10,5,893,0.15
1496,C0089,P047,S02,Central,Online,2024-05-11,5,1867,0.15
1497,C0117,P020,S04,Central,Online,2024-05-12,3,184,0.05
1498,C0129,P019,S02,West,Offline,2024-05-13,5,1612,0.15
1499,C0016,P035,S02,Central,Online,2024-05-14,5,164,0.15
1500,C0189,P043,S01,North,Offline,2024-05-15,5,1769,0.05
1501,C0192,P017,S02,Central,Offline,2024-05-16,1,762,0.15
1502,C0191,P045,S01,West,Online,2024-05-17,3,726,0.1
1503,C0069,P043,S05,East,Online,2024-05-18,2,163,0.05
1504,C0022,P034,S01,East,Online,2024-05-19,1,1466,0.15
1505,C0093,P009,S04,Central,Online,2024-05-20,4,1038,0.0
1506,C0195,P026,S01,South,Offline,2024-05-21,3,1998,0.05
1507,C0076,P002,S05,East,Offline,2024-05-22,3,1018,0.05
1508,C0154,P009,S04,Central,Offline,2024-05-23,4,1475,0.0
1509,C0144,P009,S03,West,Online,2024-05-24,4,1281,0.15
1510,C0179,P040,S03,Central,Offline,2024-05-25,4,1712,0.15
1511,C0086,P017,S01,East,Online,2024-05-26,2,590,0.05
1512,C0185,P001,S01,West,Online,2024-05-27,5,1781,0.05
1513,C0029,P025,S05,Central,Online,2024-05-28,3,1978,0.15
1514,C0069,P043,S05,North,Online,2024-05-29,5,1586,0.15
1515,C0047,P040,S02,West,Online,2024-05-30,5,1348,0.1
1516,C0094,P042,S05,North,Offline,2024-05-31,4,412,0.05
1517,C0190,P025,S02,South,Offline,2024-06-01,2,714,0.05
1518,C0197,P039,S04,West,Online,2024-06-02,1,1018,0.0
1519,C0144,P035,S01,North,Offline,2024-06-03,2,1982,0.1
1520,C0176,P003,S04,East,Online,2024-06-04,5,912,0.15
1521,C0085,P050,S05,East,Online,2024-06-05,2,1039,0.1
1522,C0039,P037,S04,South,Online,2024-06-06,4,1589,0.15
1523,C0100,P044,S04,West,Offline,2024-06-07,1,1211,0.15
1524,C0033,P044,S04,West,Online,2024-06-08,4,1426,0.1
1525,C0101,P030,S05,West,Online,2024-06-09,1,779,0.05
1526,C0023,P038,S04,South,Offline,2024-06-10,5,534,0.15
1527,C0010,P034,S02,West,Offline,2024-06-11,1,781,0.1
1528,C0069,P012,S05,East,Offline,2024-06-12,1,1258,0.0
1529,C0100,P019,S04,North,Online,2024-06-13,1,1173,0.1
1530,C0034,P037,S05,East,Online,2024-06-14,2,1555,0.0
1531,C0180,P044,S03,East,Offline,2024-06-15,2,439,0.15
1532,C0138,P049,S02,North,Online,2024-06-16,5,446,0.1
1533,C0147,P017,S04,East,Offline,2024-06-17,1,745,0.1
1534,C0186,P010,S03,South,Offline,2024-06-18,3,1470,0.0
1535,C0096,P049,S03,North,Online,2024-06-19,5,748,0.1
1536,C0001,P047,S05,East,Online,2024-06-20,1,344,0.1
1537,C0069,P012,S03,Central,Offline,2024-06-21,1,208,0.15
1538,C0004,P016,S02,East,Offline,2024-06-22,2,1948,0.1
1539,C0016,P024,S02,South,Offline,2024-06-23,5,1922,0.05
1540,C0024,P019,S01,West,Offline,2024-06-24,1,632,0.0
1541,C0080,P008,S02,East,Online,2024-06-25,1,1213,0.1
1542,C0002,P031,S03,West,Offline,2024-06-26,5,395,0.0
1543,C0128,P021,S02,Central,Offline,2024-06-27,3,211,0.0
1544,C0160,P017,S05,East,Offline,2024-06-28,5,1936,0.0
1545,C0084,P023,S01,North,Online,2024-06-29,5,1712,0.1
1546,C0152,P037,S03,West,Online,2024-06-30,3,1300,0.1
1547,C0140,P016,S01,Central,Offline,2024-07-01,5,442,0.0
1548,C0178,P006,S03,North,Online,2024-07-02,1,1783,0.05
1549,C0163,P008,S05,North,Online,2024-07-03,5,200,0.0
1550,C0124,P025,S01,North,Online,2024-07-04,3,1881,0.05
1551,C0033,P018,S04,North,Offline,2024-07-05,4,728,0.0
1552,C0161,P025,S03,East,Offline,2024-07-06,5,1727,0.15
1553,C0189,P012,S04,East,Online,2024-07-07,2,1524,0.0
1554,C0179,P015,S01,East,Offline,2024-07-08,1,127,0.0
1555,C0171,P026,S04,Central,Offline,2024-07-09,1,1036,0.1
1556,C0101,P041,S04,Central,Online,2024-07-10,2,1660,0.05
1557,C0012,P045,S01,Central,Online,2024-07-11,2,157,0.15
1558,C0067,P026,S05,South,Offline,2024-07-12,5,1621,0.05
1559,C0065,P047,S04,Central,Online,2024-07-13,2,396,0.15
1560,C0161,P032,S04,East,Offline,2024-07-14,4,233,0.0
1561,C0168,P010,S05,East,Offline,2024-07-15,3,1454,0.1
1562,C0074,P016,S04,South,Online,2024-07-16,2,348,0.1
1563,C0043,P007,S04,South,Offline,2024-07-17,2,1120,0.05
1564,C0044,P017,S04,Central,Offline,2024-07-18,4,649,0.1
1565,C0029,P023,S02,West,Online,2024-07-19,1,1001,0.05
1566,C0141,P026,S05,South,Online,2024-07-20,1,1198,0.05
1567,C0012,P021,S04,North,Online,2024-07-21,5,1777,0.15
1568,C0095,P022,S05,East,Offline,2024-07-22,4,933,0.05
1569,C0046,P007,S03,North,Online,2024-07-23,3,1291,0.15
1570,C0130,P014,S03,East,Online,2024-07-24,3,870,0.1
1571,C0035,P015,S04,East,Online,2024-07-25,4,1626,0.05
1572,C0081,P007,S05,South,Online,2024-07-26,3,1478,0.05
1573,C0090,P009,S05,South,Offline,2024-07-27,1,1348,0.0
1574,C0008,P048,S05,North,Offline,2024-07-28,3,1787,0.05
1575,C0093,P008,S02,East,Online,2024-07-29,3,1654,0.05
1576,C0154,P050,S03,North,Offline,2024-07-30,4,245,0.0
1577,C0090,P023,S05,West,Online,2024-07-31,4,1364,0.0
1578,C0162,P029,S05,North,Online,2024-08-01,3,992,0.1
1579,C0115,P018,S02,Central,Offline,2024-08-02,2,443,0.05
1580,C0105,P031,S02,North,Offline,2024-08-03,4,1872,0.1
1581,C0135,P030,S05,Central,Online,2024-08-04,5,1158,0.1
1582,C0196,P039,S01,Central,Online,2024-08-05,5,801,0.0
1583,C0058,P035,S05,Central,Offline,2024-08-06,1,100,0.15
1584,C0114,P018,S05,West,Online,2024-08-07,3,252,0.1
1585,C0075,P042,S02,North,Offline,2024-08-08,2,528,0.15
1586,C0157,P039,S02,North,Online,2024-08-09,1,607,0.05
1587,C0120,P017,S05,West,Online,2024-08-10,3,1249,0.0
1588,C0164,P014,S05,East,Offline,2024-08-11,4,590,0.05
1589,C0021,P031,S05,South,Offline,2024-08-12,5,1605,0.05
1590,C0164,P024,S02,North,Offline,2024-08-13,2,444,0.0
1591,C0138,P035,S05,South,Offline,2024-08-14,5,1861,0.05
1592,C0101,P044,S05,West,Offline,2024-08-15,4,320,0.0
1593,C0152,P045,S04,East,Offline,2024-08-16,3,822,0.15
1594,C0192,P034,S01,East,Offline,2024-08-17,4,1148,0.05
1595,C0177,P003,S03,East,Online,2024-08-18,4,627,0.0
1596,C0099,P037,S01,West,Online,2024-08-19,5,1305,0.1
1597,C0036,P043,S04,Central,Online,2024-08-20,2,1622,0.05
1598,C0096,P040,S03,Central,Offline,2024-08-21,4,940,0.15
1599,C0152,P026,S05,South,Offline,2024-08-22,5,1764,0.0
1600,C0151,P023,S04,Central,Offline,2024-08-23,2,1165,0.05
1601,C0190,P044,S05,Central,Online,2024-08-24,3,580,0.05
1602,C0037,P039,S02,East,Offline,2024-08-25,3,1029,0.05
1603,C0012,P015,S04,East,Offline,2024-08-26,1,1971,0.15
1604,C0113,P049,S02,South,Online,2024-08-27,5,1871,0.0
1605,C0183,P004,S04,North,Offline,2024-08-28,2,971,0.1
1606,C0013,P029,S04,South,Online,2024-08-29,4,1562,0.1
1607,C0023,P022,S02,South,Online,2024-08-30,3,1525,0.1
1608,C0099,P025,S03,West,Offline,2024-08-31,2,1669,0.0
1609,C0105,P013,S01,West,Offline,2024-09-01,5,444,0.1
1610,C0030,P018,S05,South,Offline,2024-09-02,1,144,0.15
1611,C0017,P033,S04,South,Online,2024-09-03,3,1769,0.0
1612,C0113,P016,S05,South,Online,2024-09-04,2,120,0.05
1613,C0062,P045,S02,Central,Online,2024-09-05,2,1757,0.15
1614,C0084,P042,S05,West,Offline,2024-09-06,2,1193,0.05
1615,C0112,P044,S02,South,Offline,2024-09-07,5,1987,0.1
1616,C0086,P002,S05,East,Offline,2024-09-08,5,972,0.15
1617,C0141,P035,S01,East,Offline,2024-09-09,5,147,0.0
1618,C0187,P042,S01,Central,Online,2024-09-10,4,1614,0.15
1619,C0019,P034,S01,Central,Online,2024-09-11,2,650,0.05
1620,C0177,P030,S01,North,Online,2024-09-12,3,386,0.0
1621,C0100,P013,S01,North,Online,2024-09-13,5,1101,0.15
1622,C0140,P013,S01,North,Offline,2024-09-14,5,1133,0.15
1623,C0189,P018,S02,Central,Offline,2024-09-15,2,641,0.15
1624,C0147,P032,S04,Central,Offline,2024-09-16,5,855,0.15
1625,C0076,P032,S05,Central,Online,2024-09-17,4,373,0.0
1626,C0009,P035,S01,East,Online,2024-09-18,4,1055,0.05
1627,C0199,P039,S02,Central,Offline,2024-09-19,5,699,0.15
1628,C0028,P046,S02,East,Offline,2024-09-20,2,1879,0.0
1629,C0128,P029,S02,North,Online,2024-09-21,2,480,0.05
1630,C0052,P049,S04,North,Offline,2024-09-22,2,1452,0.15
1631,C0083,P029,S05,North,Online,2024-09-23,1,578,0.05
1632,C0111,P044,S04,South,Online,2024-09-24,5,114,0.05
1633,C0144,P016,S03,South,Online,2024-09-25,2,615,0.0
1634,C0117,P044,S02,West,Offline,2024-09-26,4,290,0.05
1635,C0069,P047,S03,West,Offline,2024-09-27,3,1291,0.0
1636,C0099,P010,S01,West,Online,2024-09-28,3,1644,0.15
1637,C0140,P030,S01,South,Offline,2024-09-29,2,720,0.05
1638,C0025,P025,S04,South,Online,2024-09-30,3,1260,0.05
1639,C0180,P039,S05,West,Online,2024-10-01,3,253,0.1
1640,C0123,P020,S03,West,Online,2024-10-02,1,1511,0.15
1641,C0053,P005,S05,Central,Online,2024-10-03,4,1332,0.15
1642,C0151,P001,S04,West,Offline,2024-10-04,4,371,0.1
1643,C0144,P030,S01,Central,Online,2024-10-05,1,242,0.1
1644,C0057,P049,S05,East,Online,2024-10-06,1,1734,0.0
1645,C0039,P003,S05,South,Offline,2024-10-07,3,1943,0.0
1646,C0109,P045,S01,West,Online,2024-10-08,5,1192,0.05
1647,C0181,P014,S03,South,Online,2024-10-09,3,346,0.05
1648,C0042,P030,S01,South,Offline,2024-10-10,1,1384,0.05
1649,C0186,P050,S05,South,Offline,2024-10-11,4,887,0.05
1650,C0167,P004,S03,East,Offline,2024-10-12,3,178,0.0
1651,C0142,P018,S03,North,Online,2024-10-13,5,1781,0.15
1652,C0122,P037,S01,West,Offline,2024-10-14,3,722,0.05
1653,C0133,P025,S05,North,Offline,2024-10-15,2,1893,0.15
1654,C0163,P048,S04,North,Online,2024-10-16,3,1728,0.05
1655,C0075,P001,S05,North,Online,2024-10-17,1,624,0.1
1656,C0146,P046,S02,South,Online,2024-10-18,4,871,0.05
1657,C0076,P015,S04,Central,Online,2024-10-19,4,1037,0.05
1658,C0009,P009,S03,South,Online,2024-10-20,1,1744,0.05
1659,C0074,P015,S04,South,Offline,2024-10-21,2,1453,0.0
1660,C0186,P049,S03,North,Offline,2024-10-22,1,1312,0.1
1661,C0145,P024,S03,South,Offline,2024-10-23,3,1218,0.05
1662,C0007,P004,S04,North,Online,2024-10-24,1,716,0.05
1663,C0174,P012,S03,Central,Online,2024-10-25,1,1131,0.15
1664,C0141,P037,S03,West,Online,2024-10-26,2,166,0.1
1665,C0168,P037,S02,North,Offline,2024-10-27,3,1619,0.05
1666,C0170,P043,S05,Central,Offline,2024-10-28,5,290,0.15
1667,C0137,P006,S05,West,Online,2024-10-29,5,1489,0.15
1668,C0178,P039,S02,East,Offline,2024-10-30,4,867,0.0
1669,C0027,P046,S04,North,Online,2024-10-31,1,620,0.15
1670,C0122,P024,S01,North,Offline,2024-11-01,4,1089,0.05
1671,C0194,P011,S01,East,Offline,2024-11-02,2,1240,0.0
1672,C0005,P013,S01,East,Offline,2024-11-03,5,366,0.0
1673,C0029,P034,S02,North,Online,2024-11-04,1,1734,0.05
1674,C0165,P025,S02,East,Offline,2024-11-05,2,584,0.1
1675,C0166,P007,S03,South,Offline,2024-11-06,2,1632,0.15
1676,C0083,P004,S01,West,Online,2024-11-07,1,1421,0.0
1677,C0136,P008,S04,West,Offline,2024-11-08,2,1287,0.1
1678,C0109,P020,S04,West,Online,2024-11-09,1,475,0.05
1679,C0065,P029,S01,South,Online,2024-11-10,1,752,0.15
1680,C0086,P045,S01,East,Online,2024-11-11,3,1391,0.15
1681,C0145,P046,S01,Central,Online,2024-11-12,4,648,0.0
1682,C0071,P010,S02,East,Online,2024-11-13,2,1197,0.15
1683,C0045,P043,S02,North,Offline,2024-11-14,2,1631,0.15
1684,C0132,P034,S02,West,Online,2024-11-15,3,172,0.15
1685,C0036,P026,S05,East,Online,2024-11-16,3,407,0.15
1686,C0070,P041,S04,Central,Online,2024-11-17,3,298,0.05
1687,C0159,P049,S04,North,Online,2024-11-18,5,1253,0.1
1688,C0019,P003,S03,South,Offline,2024-11-19,5,1881,0.05
1689,C0189,P006,S02,South,Online,2024-11-20,5,1947,0.05
1690,C0108,P005,S05,Central,Offline,2024-11-21,1,671,0.0
1691,C0182,P005,S05,North,Online,2024-11-22,2,890,0.15
1692,C0167,P047,S04,West,Offline,2024-11-23,4,1738,0.05
1693,C0091,P023,S02,East,Online,2024-11-24,1,1931,0.15
1694,C0090,P049,S03,North,Online,2024-11-25,2,1955,0.05
1695,C0019,P009,S02,South,Offline,2024-11-26,2,1610,0.05
1696,C0039,P035,S01,Central,Online,2024-11-27,3,1976,0.0
1697,C0126,P020,S02,Central,Offline,2024-11-28,3,1274,0.1
1698,C0195,P049,S01,East,Online,2024-11-29,1,1792,0.1
1699,C0173,P042,S01,Central,Offline,2024-11-30,3,1329,0.05
1700,C0141,P035,S03,Central,Online,2024-12-01,2,278,0.0
1701,C0126,P050,S04,North,Online,2024-12-02,3,296,0.15
1702,C0058,P018,S02,West,Offline,2024-12-03,5,834,0.15
1703,C0148,P017,S01,East,Online,2024-12-04,3,188,0.05
1704,C0200,P024,S02,North,Online,2024-12-05,2,898,0.1
1705,C0061,P003,S04,West,Online,2024-12-06,1,1557,0.0
1706,C0127,P032,S04,North,Online,2024-12-07,4,887,0.1
1707,C0105,P035,S05,North,Online,2024-12-08,3,847,0.15
1708,C0167,P038,S04,Central,Online,2024-12-09,2,1306,0.1
1709,C0001,P013,S03,West,Offline,2024-12-10,4,308,0.15
1710,C0131,P047,S01,East,Offline,2024-12-11,4,592,0.0
1711,C0092,P025,S05,East,Offline,2024-12-12,5,1253,0.0
1712,C0190,P009,S03,West,Online,2024-12-13,4,764,0.05
1713,C0191,P004,S02,Central,Offline,2024-12-14,2,1136,0.05
1714,C0113,P014,S01,South,Online,2024-12-15,2,1757,0.1
1715,C0153,P037,S04,North,Online,2024-12-16,3,970,0.0
1716,C0056,P034,S01,Central,Online,2024-12-17,3,831,0.0
1717,C0161,P011,S02,West,Online,2024-12-18,3,1229,0.05
1718,C0166,P041,S05,North,Offline,2024-12-19,4,1498,0.15
1719,C0117,P003,S05,East,Online,2024-12-20,4,1705,0.1
1720,C0134,P028,S05,South,Offline,2024-12-21,5,1830,0.1
1721,C0058,P029,S04,East,Online,2024-12-22,3,797,0.05
1722,C0044,P009,S03,West,Offline,2024-12-23,1,1222,0.0
1723,C0173,P003,S03,North,Offline,2024-12-24,5,693,0.05
1724,C0160,P025,S01,West,Offline,2024-12-25,1,1710,0.05
1725,C0173,P034,S04,North,Offline,2024-12-26,4,985,0.05
1726,C0061,P012,S05,Central,Offline,2024-12-27,5,951,0.05
1727,C0047,P042,S05,South,Offline,2024-12-28,5,1315,0.15
1728,C0149,P009,S02,Central,Online,2024-12-29,2,424,0.15
1729,C0080,P015,S02,Central,Offline,2024-12-30,4,1078,0.0
1730,C0118,P040,S05,West,Online,2024-12-31,4,1849,0.05
1731,C0164,P025,S05,South,Offline,2025-01-01,5,1950,0.15
1732,C0147,P005,S04,North,Online,2025-01-02,4,1055,0.0
1733,C0020,P011,S03,North,Offline,2025-01-03,5,1590,0.05
1734,C0185,P034,S02,East,Offline,2025-01-04,2,993,0.1
1735,C0146,P024,S03,North,Online,2025-01-05,5,1490,0.15
1736,C0047,P015,S04,West,Offline,2025-01-06,4,1441,0.0
1737,C0049,P038,S05,Central,Offline,2025-01-07,4,243,0.1
1738,C0014,P008,S03,Central,Offline,2025-01-08,5,483,0.05
1739,C0143,P005,S05,Central,Online,2025-01-09,5,315,0.05
1740,C0159,P048,S05,South,Offline,2025-01-10,5,1484,0.05
1741,C0001,P026,S01,North,Online,2025-01-11,3,423,0.15
1742,C0117,P018,S03,West,Offline,2025-01-12,4,1138,0.0
1743,C0054,P006,S03,South,Offline,2025-01-13,4,316,0.1
1744,C0118,P037,S05,East,Online,2025-01-14,3,1615,0.0
1745,C0003,P048,S04,West,Offline,2025-01-15,5,1050,0.15
1746,C0144,P013,S01,West,Offline,2025-01-16,2,1670,0.0
1747,C0185,P028,S05,West,Online,2025-01-17,5,282,0.15
1748,C0012,P005,S02,Central,Offline,2025-01-18,5,369,0.05
1749,C0074,P013,S02,West,Online,2025-01-19,3,1044,0.1
1750,C0016,P017,S01,North,Online,2025-01-20,4,1590,0.05
1751,C0200,P050,S04,West,Online,2025-01-21,5,969,0.0
1752,C0102,P040,S05,Central,Offline,2025-01-22,4,1735,0.05
1753,C0152,P045,S03,West,Online,2025-01-23,1,1642,0.1
1754,C0156,P032,S01,East,Online,2025-01-24,4,1665,0.05
1755,C0117,P029,S04,East,Offline,2025-01-25,2,566,0.1
1756,C0008,P003,S03,Central,Online,2025-01-26,2,404,0.1
1757,C0122,P040,S02,North,Offline,2025-01-27,5,1267,0.05
1758,C0092,P034,S02,North,Offline,2025-01-28,4,210,0.15
1759,C0164,P040,S03,South,Offline,2025-01-29,5,1113,0.0
1760,C0090,P027,S01,Central,Offline,2025-01-30,3,331,0.15
1761,C0136,P013,S02,West,Online,2025-01-31,2,1814,0.15
1762,C0186,P045,S05,Central,Online,2025-02-01,5,1707,0.05
1763,C0060,P033,S03,South,Online,2025-02-02,3,1845,0.0
1764,C0178,P006,S03,Central,Online,2025-02-03,5,1855,0.0
1765,C0028,P024,S02,Central,Online,2025-02-04,4,1715,0.15
1766,C0101,P019,S01,South,Offline,2025-02-05,4,1623,0.05
1767,C0041,P016,S05,North,Online,2025-02-06,4,694,0.0
1768,C0192,P040,S01,West,Online,2025-02-07,4,1677,0.15
1769,C0155,P028,S04,South,Online,2025-02-08,1,1396,0.0
1770,C0191,P033,S04,East,Offline,2025-02-09,3,1826,0.05
1771,C0145,P048,S02,North,Offline,2025-02-10,3,272,0.05
1772,C0161,P041,S02,East,Online,2025-02-11,4,1072,0.05
1773,C0157,P013,S02,North,Offline,2025-02-12,1,1130,0.0
1774,C0141,P043,S04,West,Online,2025-02-13,4,1278,0.1
1775,C0046,P045,S01,West,Online,2025-02-14,1,1645,0.0
1776,C0035,P025,S01,Central,Offline,2025-02-15,4,645,0.1
1777,C0134,P042,S02,East,Offline,2025-02-16,2,647,0.05
1778,C0082,P036,S05,North,Online,2025-02-17,2,617,0.15
1779,C0115,P027,S01,West,Online,2025-02-18,5,1013,0.1
1780,C0197,P038,S04,South,Offline,2025-02-19,4,314,0.05
1781,C0047,P007,S03,West,Online,2025-02-20,3,233,0.05
1782,C0153,P005,S03,South,Offline,2025-02-21,5,384,0.1
1783,C0194,P043,S03,North,Online,2025-02-22,2,1249,0.15
1784,C0010,P045,S05,West,Offline,2025-02-23,4,1562,0.05
1785,C0056,P031,S02,West,Online,2025-02-24,5,1972,0.1
1786,C0030,P023,S04,North,Online,2025-02-25,4,785,0.15
1787,C0109,P042,S05,West,Offline,2025-02-26,2,1275,0.15
1788,C0005,P010,S04,South,Online,2025-02-27,5,430,0.05
1789,C0119,P032,S04,West,Online,2025-02-28,2,1661,0.0
1790,C0033,P043,S02,East,Offline,2025-03-01,1,1506,0.0
1791,C0118,P030,S03,Central,Online,2025-03-02,2,1238,0.05
1792,C0065,P039,S02,South,Online,2025-03-03,4,993,0.15
1793,C0146,P031,S05,East,Online,2025-03-04,3,1605,0.05
1794,C0177,P018,S05,North,Offline,2025-03-05,2,1407,0.1
1795,C0011,P036,S05,South,Offline,2025-03-06,3,998,0.0
1796,C0085,P002,S02,Central,Offline,2025-03-07,1,1198,0.1
1797,C0026,P014,S04,Central,Online,2025-03-08,5,1289,0.05
1798,C0063,P013,S04,North,Online,2025-03-09,5,1312,0.05
1799,C0086,P029,S01,North,Online,2025-03-10,3,177,0.15
1800,C0059,P012,S05,South,Online,2025-03-11,5,1046,0.15
1801,C0027,P039,S04,West,Offline,2025-03-12,2,1725,0.15
1802,C0177,P002,S01,North,Online,2025-03-13,3,787,0.1
1803,C0161,P032,S04,West,Online,2025-03-14,4,120,0.15
1804,C0098,P013,S05,East,Online,2025-03-15,2,665,0.05
1805,C0105,P046,S03,Central,Offline,2025-03-16,2,1307,0.15
1806,C0099,P027,S05,West,Online,2025-03-17,2,1994,0.0
1807,C0129,P049,S02,Central,Online,2025-03-18,4,1345,0.15
1808,C0149,P041,S04,West,Online,2025-03-19,1,926,0.1
1809,C0055,P017,S04,East,Online,2025-03-20,5,1451,0.0
1810,C0006,P040,S02,North,Online,2025-03-21,3,278,0.0
1811,C0197,P031,S02,East,Offline,2025-03-22,1,1911,0.0
1812,C0095,P034,S03,North,Online,2025-03-23,3,1235,0.1
